Year,Month,Day,Precipitation,Date
2020,8,13,0,8/13/2020
2020,8,14,0,8/14/2020
2020,8,15,0,8/15/2020
2020,8,16,0,8/16/2020
2020,8,17,9.8,8/17/2020
2020,8,18,0,8/18/2020
2020,8,19,0,8/19/2020
2020,8,20,0,8/20/2020
2020,8,21,7.2,8/21/2020
2020,8,22,0,8/22/2020
2020,8,23,0,8/23/2020
2020,8,24,0,8/24/2020
2020,8,25,0,8/25/2020
2020,8,26,0,8/26/2020
2020,8,27,0,8/27/2020
2020,8,28,0,8/28/2020
2020,8,29,0,8/29/2020
2020,8,30,0,8/30/2020
2020,8,31,0,8/31/2020
2020,9,1,0,9/1/2020
2020,9,2,0,9/2/2020
2020,9,3,0,9/3/2020
2020,9,4,0,9/4/2020
2020,9,5,0,9/5/2020
2020,9,6,0,9/6/2020
2020,9,7,0,9/7/2020
2020,9,8,0,9/8/2020
2020,9,9,0,9/9/2020
2020,9,10,0,9/10/2020
2020,9,11,0,9/11/2020
2020,9,12,0,9/12/2020
2020,9,13,0,9/13/2020
2020,9,14,0,9/14/2020
2020,9,15,0,9/15/2020
2020,9,16,0,9/16/2020
2020,9,17,0,9/17/2020
2020,9,18,0,9/18/2020
2020,9,19,0,9/19/2020
2020,9,20,0.4,9/20/2020
2020,9,21,0,9/21/2020
2020,9,22,12.8,9/22/2020
2020,9,23,0,9/23/2020
2020,9,24,0,9/24/2020
2020,9,25,0,9/25/2020
2020,9,26,0,9/26/2020
2020,9,27,0,9/27/2020
2020,9,28,0,9/28/2020
2020,9,29,4,9/29/2020
2020,9,30,0,9/30/2020
2020,10,1,0,10/1/2020
2020,10,2,0,10/2/2020
2020,10,3,0,10/3/2020
2020,10,4,0,10/4/2020
2020,10,5,0,10/5/2020
2020,10,6,0,10/6/2020
2020,10,7,0,10/7/2020
2020,10,8,0,10/8/2020
2020,10,9,1.8,10/9/2020
2020,10,10,0.8,10/10/2020
2020,10,11,0,10/11/2020
2020,10,12,0,10/12/2020
2020,10,13,0,10/13/2020
2020,10,14,0,10/14/2020
2020,10,15,13.2,10/15/2020
2020,10,16,1.6,10/16/2020
2020,10,17,0,10/17/2020
2020,10,18,1.2,10/18/2020
2020,10,19,0,10/19/2020
2020,10,20,13.8,10/20/2020
2020,10,21,1.4,10/21/2020
2020,10,22,0,10/22/2020
2020,10,23,0,10/23/2020
2020,10,24,0,10/24/2020
2020,10,25,0,10/25/2020
2020,10,26,0,10/26/2020
2020,10,27,0,10/27/2020
2020,10,28,0,10/28/2020
2020,10,29,14.4,10/29/2020
2020,10,30,1.4,10/30/2020
2020,10,31,0,10/31/2020
2020,11,1,0,11/1/2020
2020,11,2,0,11/2/2020
2020,11,3,0,11/3/2020
2020,11,4,0,11/4/2020
2020,11,5,0,11/5/2020
2020,11,6,0,11/6/2020
2020,11,7,0,11/7/2020
2020,11,8,0,11/8/2020
2020,11,9,8.2,11/9/2020
2020,11,10,14,11/10/2020
2020,11,11,0,11/11/2020
2020,11,12,0,11/12/2020
2020,11,13,23.4,11/13/2020
2020,11,14,0,11/14/2020
2020,11,15,0,11/15/2020
2020,11,16,4,11/16/2020
2020,11,17,15.6,11/17/2020
2020,11,18,38,11/18/2020
2020,11,19,5.8,11/19/2020
2020,11,20,0,11/20/2020
2020,11,21,0,11/21/2020
2020,11,22,0,11/22/2020
2020,11,23,0,11/23/2020
2020,11,24,0,11/24/2020
2020,11,25,0,11/25/2020
2020,11,26,4.4,11/26/2020
2020,11,27,0,11/27/2020
2020,11,28,0,11/28/2020
2020,11,29,0,11/29/2020
2020,11,30,6.2,11/30/2020
2020,12,1,0.2,12/1/2020
2020,12,2,60.6,12/2/2020
2020,12,3,0.8,12/3/2020
2020,12,4,0,12/4/2020
2020,12,5,37.2,12/5/2020
2020,12,6,3.4,12/6/2020
2020,12,7,21,12/7/2020
2020,12,8,0.6,12/8/2020
2020,12,9,11,12/9/2020
2020,12,10,0,12/10/2020
2020,12,11,2.6,12/11/2020
2020,12,12,1,12/12/2020
2020,12,13,22.8,12/13/2020
2020,12,14,13.4,12/14/2020
2020,12,15,3.2,12/15/2020
2020,12,16,0,12/16/2020
2020,12,17,0,12/17/2020
2020,12,18,6,12/18/2020
2020,12,19,0,12/19/2020
2020,12,20,2.8,12/20/2020
2020,12,21,25.6,12/21/2020
2020,12,22,31.2,12/22/2020
2020,12,23,0,12/23/2020
2020,12,24,0,12/24/2020
2020,12,25,24,12/25/2020
2020,12,26,0,12/26/2020
2020,12,27,25.4,12/27/2020
2020,12,28,45.6,12/28/2020
2020,12,29,12.8,12/29/2020
2020,12,30,20.8,12/30/2020
2020,12,31,36.8,12/31/2020
2021,1,1,2,1/1/2021
2021,1,2,0,1/2/2021
2021,1,3,0,1/3/2021
2021,1,4,0,1/4/2021
2021,1,5,0,1/5/2021
2021,1,6,12.8,1/6/2021
2021,1,7,3.2,1/7/2021
2021,1,8,0,1/8/2021
2021,1,9,16.2,1/9/2021
2021,1,10,17.6,1/10/2021
2021,1,11,3,1/11/2021
2021,1,12,0,1/12/2021
2021,1,13,7.4,1/13/2021
2021,1,14,35,1/14/2021
2021,1,15,0.2,1/15/2021
2021,1,16,3.6,1/16/2021
2021,1,17,4.4,1/17/2021
2021,1,18,0,1/18/2021
2021,1,19,3.8,1/19/2021
2021,1,20,0,1/20/2021
2021,1,21,0,1/21/2021
2021,1,22,0,1/22/2021
2021,1,23,0,1/23/2021
2021,1,24,0.6,1/24/2021
2021,1,25,1.2,1/25/2021
2021,1,26,1,1/26/2021
2021,1,27,0,1/27/2021
2021,1,28,1.2,1/28/2021
2021,1,29,0,1/29/2021
2021,1,30,0,1/30/2021
2021,1,31,4.6,1/31/2021
